mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction,activation_file
2020-07-19T18:00:00.000000000.nc,2020-07-19 18:00:00,2020-07-19 18:00:00,2020,686,0.0,1812,0.04423612128314047,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-19T18.npy
2020-07-24T02:00:00.000000000.nc,2020-07-24 02:00:00,2020-07-24 00:00:00,2020,703,2.0,1061,0.02590205556369318,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-24T00.npy
2020-07-24T08:00:00.000000000.nc,2020-07-24 08:00:00,2020-07-24 06:00:00,2020,704,2.0,2116,0.051657633904594505,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-24T06.npy
2020-07-24T10:00:00.000000000.nc,2020-07-24 10:00:00,2020-07-24 12:00:00,2020,705,2.0,1630,0.039792978858454175,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-24T12.npy
2020-07-28T03:00:00.000000000.nc,2020-07-28 03:00:00,2020-07-28 00:00:00,2020,719,3.0,2192,0.05351301205995801,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-28T00.npy
2020-07-28T20:00:00.000000000.nc,2020-07-28 20:00:00,2020-07-28 18:00:00,2020,722,2.0,1422,0.03471510180166984,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-28T18.npy
2020-07-28T23:00:00.000000000.nc,2020-07-28 23:00:00,2020-07-29 00:00:00,2020,723,1.0,2143,0.052316781407157856,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-29T00.npy
2020-07-30T08:00:00.000000000.nc,2020-07-30 08:00:00,2020-07-30 06:00:00,2020,728,2.0,816,0.019920902299692397,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-30T06.npy
2020-08-01T14:00:00.000000000.nc,2020-08-01 14:00:00,2020-08-01 12:00:00,2020,737,2.0,633,0.015453347004540794,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-01T12.npy
2020-08-05T22:00:00.000000000.nc,2020-08-05 22:00:00,2020-08-06 00:00:00,2020,755,2.0,1142,0.027879498071383232,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-06T00.npy
2020-08-06T18:00:00.000000000.nc,2020-08-06 18:00:00,2020-08-06 18:00:00,2020,758,0.0,1127,0.027513305014403595,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-06T18.npy
2020-08-07T04:00:00.000000000.nc,2020-08-07 04:00:00,2020-08-07 06:00:00,2020,760,2.0,1758,0.04291782627801377,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-07T06.npy
2020-08-08T07:00:00.000000000.nc,2020-08-08 07:00:00,2020-08-08 06:00:00,2020,764,1.0,2436,0.05946975245349348,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-08T06.npy
2020-08-09T19:00:00.000000000.nc,2020-08-09 19:00:00,2020-08-09 18:00:00,2020,770,1.0,1675,0.040891558029393094,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-09T18.npy
2020-08-13T04:00:00.000000000.nc,2020-08-13 04:00:00,2020-08-13 06:00:00,2020,784,2.0,895,0.021849519066451835,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-13T06.npy
2020-08-16T10:00:00.000000000.nc,2020-08-16 10:00:00,2020-08-16 12:00:00,2020,797,2.0,1175,0.02868512279673844,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-16T12.npy
2020-08-17T21:00:00.000000000.nc,2020-08-17 21:00:00,2020-08-17 18:00:00,2020,802,3.0,1677,0.04094038377032371,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-17T18.npy
2020-08-18T04:00:00.000000000.nc,2020-08-18 04:00:00,2020-08-18 06:00:00,2020,804,2.0,1231,0.030052243542795763,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-18T06.npy
2020-08-18T15:00:00.000000000.nc,2020-08-18 15:00:00,2020-08-18 12:00:00,2020,805,3.0,1803,0.04401640544895269,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-18T12.npy
2020-08-19T01:00:00.000000000.nc,2020-08-19 01:00:00,2020-08-19 00:00:00,2020,807,1.0,1989,0.04855719935550022,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-19T00.npy
2020-08-19T17:00:00.000000000.nc,2020-08-19 17:00:00,2020-08-19 18:00:00,2020,810,1.0,1822,0.04448024998779356,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-19T18.npy
2020-08-21T05:00:00.000000000.nc,2020-08-21 05:00:00,2020-08-21 06:00:00,2020,816,1.0,2006,0.04897221815341048,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-21T06.npy
2020-08-22T17:00:00.000000000.nc,2020-08-22 17:00:00,2020-08-22 18:00:00,2020,822,1.0,1322,0.03227381475513891,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-22T18.npy
2020-08-29T10:00:00.000000000.nc,2020-08-29 10:00:00,2020-08-29 12:00:00,2020,849,2.0,1463,0.03571602949074752,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-29T12.npy
2020-08-30T19:00:00.000000000.nc,2020-08-30 19:00:00,2020-08-30 18:00:00,2020,854,1.0,1471,0.035911332454469994,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-08-30T18.npy
2020-09-01T00:00:00.000000000.nc,2020-09-01 00:00:00,2020-09-01 00:00:00,2020,859,0.0,2139,0.05221912992529661,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-01T00.npy
2020-09-02T17:00:00.000000000.nc,2020-09-02 17:00:00,2020-09-02 18:00:00,2020,866,1.0,2204,0.05380596650554172,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-02T18.npy
2020-09-03T06:00:00.000000000.nc,2020-09-03 06:00:00,2020-09-03 06:00:00,2020,868,0.0,2140,0.052243542795761926,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-03T06.npy
2020-09-03T21:00:00.000000000.nc,2020-09-03 21:00:00,2020-09-03 18:00:00,2020,870,3.0,895,0.021849519066451835,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-03T18.npy
2020-09-06T10:00:00.000000000.nc,2020-09-06 10:00:00,2020-09-06 12:00:00,2020,881,2.0,1702,0.041550705531956444,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-06T12.npy
2020-09-07T07:00:00.000000000.nc,2020-09-07 07:00:00,2020-09-07 06:00:00,2020,884,1.0,1009,0.024632586299497095,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-07T06.npy
2020-09-10T02:00:00.000000000.nc,2020-09-10 02:00:00,2020-09-10 00:00:00,2020,895,2.0,1744,0.04257604609149944,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-10T00.npy
2020-09-10T08:00:00.000000000.nc,2020-09-10 08:00:00,2020-09-10 06:00:00,2020,896,2.0,1956,0.04775157463014501,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-10T06.npy
2020-09-11T01:00:00.000000000.nc,2020-09-11 01:00:00,2020-09-11 00:00:00,2020,899,1.0,1448,0.035349836433767885,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-11T00.npy
2020-09-12T17:00:00.000000000.nc,2020-09-12 17:00:00,2020-09-12 18:00:00,2020,906,1.0,2202,0.053757140764611105,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-12T18.npy
2020-09-15T13:00:00.000000000.nc,2020-09-15 13:00:00,2020-09-15 12:00:00,2020,917,1.0,1437,0.03508129485864948,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-15T12.npy
2020-09-16T16:00:00.000000000.nc,2020-09-16 16:00:00,2020-09-16 18:00:00,2020,922,2.0,2129,0.051975001220643524,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-16T18.npy
2020-09-17T16:00:00.000000000.nc,2020-09-17 16:00:00,2020-09-17 18:00:00,2020,926,2.0,2094,0.051120550754357695,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-17T18.npy
2020-09-19T12:00:00.000000000.nc,2020-09-19 12:00:00,2020-09-19 12:00:00,2020,933,0.0,2374,0.05795615448464431,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-19T12.npy
2020-09-24T02:00:00.000000000.nc,2020-09-24 02:00:00,2020-09-24 00:00:00,2020,951,2.0,1635,0.039915043210780723,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-24T00.npy
2020-09-24T09:00:00.000000000.nc,2020-09-24 09:00:00,2020-09-24 06:00:00,2020,952,3.0,1755,0.04284458766661784,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-24T06.npy
2020-09-24T18:00:00.000000000.nc,2020-09-24 18:00:00,2020-09-24 18:00:00,2020,954,0.0,1521,0.03713197597773546,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-24T18.npy
2020-09-25T18:00:00.000000000.nc,2020-09-25 18:00:00,2020-09-25 18:00:00,2020,958,0.0,824,0.02011620526341487,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-25T18.npy
2020-09-26T11:00:00.000000000.nc,2020-09-26 11:00:00,2020-09-26 12:00:00,2020,961,1.0,1024,0.024998779356476736,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-26T12.npy
2020-09-29T12:00:00.000000000.nc,2020-09-29 12:00:00,2020-09-29 12:00:00,2020,973,0.0,1109,0.027073873346028027,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-29T12.npy
2020-09-30T15:00:00.000000000.nc,2020-09-30 15:00:00,2020-09-30 12:00:00,2020,977,3.0,2854,0.06967433230799278,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-09-30T12.npy
2020-10-01T09:00:00.000000000.nc,2020-10-01 09:00:00,2020-10-01 06:00:00,2020,980,3.0,2988,0.07294565695034422,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-01T06.npy
2020-10-01T14:00:00.000000000.nc,2020-10-01 14:00:00,2020-10-01 12:00:00,2020,981,2.0,1303,0.031809970216298035,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-01T12.npy
2020-10-03T10:00:00.000000000.nc,2020-10-03 10:00:00,2020-10-03 12:00:00,2020,989,2.0,1953,0.04767833601874909,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-03T12.npy
2020-10-04T13:00:00.000000000.nc,2020-10-04 13:00:00,2020-10-04 12:00:00,2020,993,1.0,1446,0.03530101069283726,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-04T12.npy
2020-10-05T08:00:00.000000000.nc,2020-10-05 08:00:00,2020-10-05 06:00:00,2020,996,2.0,3179,0.0776085152092183,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-05T06.npy
2020-10-05T22:00:00.000000000.nc,2020-10-05 22:00:00,2020-10-06 00:00:00,2020,999,2.0,2273,0.05549045456764806,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-06T00.npy
2020-10-06T05:00:00.000000000.nc,2020-10-06 05:00:00,2020-10-06 06:00:00,2020,1000,1.0,1145,0.027952736682779162,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-06T06.npy
2020-10-07T16:00:00.000000000.nc,2020-10-07 16:00:00,2020-10-07 18:00:00,2020,1006,2.0,806,0.019676773595039304,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-07T18.npy
2020-10-07T18:00:00.000000000.nc,2020-10-07 18:00:00,2020-10-07 18:00:00,2020,1006,0.0,2627,0.06413261071236756,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-07T18.npy
2020-10-08T00:00:00.000000000.nc,2020-10-08 00:00:00,2020-10-08 00:00:00,2020,1007,0.0,1634,0.03989063034031541,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-08T00.npy
2020-10-09T15:00:00.000000000.nc,2020-10-09 15:00:00,2020-10-09 12:00:00,2020,1013,3.0,2078,0.050729944826912746,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-09T12.npy
2020-10-11T04:00:00.000000000.nc,2020-10-11 04:00:00,2020-10-11 06:00:00,2020,1020,2.0,963,0.023509594258092868,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-11T06.npy
2020-10-12T06:00:00.000000000.nc,2020-10-12 06:00:00,2020-10-12 06:00:00,2020,1024,0.0,1092,0.02665885454811777,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-12T06.npy
2020-10-17T18:00:00.000000000.nc,2020-10-17 18:00:00,2020-10-17 18:00:00,2020,1046,0.0,2199,0.053683902153215175,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-17T18.npy
2020-10-21T07:00:00.000000000.nc,2020-10-21 07:00:00,2020-10-21 06:00:00,2020,1060,1.0,1057,0.02580440408183194,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-21T06.npy
2020-10-21T23:00:00.000000000.nc,2020-10-21 23:00:00,2020-10-22 00:00:00,2020,1063,1.0,2226,0.054343049655778526,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-22T00.npy
2020-10-23T03:00:00.000000000.nc,2020-10-23 03:00:00,2020-10-23 00:00:00,2020,1067,3.0,2408,0.05878619208046482,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-23T00.npy
2020-10-24T05:00:00.000000000.nc,2020-10-24 05:00:00,2020-10-24 06:00:00,2020,1072,1.0,1561,0.03810849079634784,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-24T06.npy
2020-10-27T05:00:00.000000000.nc,2020-10-27 05:00:00,2020-10-27 06:00:00,2020,1084,1.0,1432,0.034959230506322936,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-27T06.npy
2020-10-27T23:00:00.000000000.nc,2020-10-27 23:00:00,2020-10-28 00:00:00,2020,1087,1.0,1075,0.02624383575020751,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-28T00.npy
2020-10-29T00:00:00.000000000.nc,2020-10-29 00:00:00,2020-10-29 00:00:00,2020,1091,0.0,1642,0.04008593330403789,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-10-29T00.npy
2020-11-03T07:00:00.000000000.nc,2020-11-03 07:00:00,2020-11-03 06:00:00,2020,1112,1.0,1027,0.025072017967872662,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-03T06.npy
2020-11-04T00:00:00.000000000.nc,2020-11-04 00:00:00,2020-11-04 00:00:00,2020,1115,0.0,2557,0.06242370977979591,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-04T00.npy
2020-11-05T00:00:00.000000000.nc,2020-11-05 00:00:00,2020-11-05 00:00:00,2020,1119,0.0,2424,0.05917679800790977,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-05T00.npy
2020-11-05T21:00:00.000000000.nc,2020-11-05 21:00:00,2020-11-05 18:00:00,2020,1122,3.0,2308,0.05634490503393389,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-05T18.npy
2020-11-06T06:00:00.000000000.nc,2020-11-06 06:00:00,2020-11-06 06:00:00,2020,1124,0.0,2017,0.04924075972852888,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-06T06.npy
2020-11-07T05:00:00.000000000.nc,2020-11-07 05:00:00,2020-11-07 06:00:00,2020,1128,1.0,650,0.015868365802451052,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-07T06.npy
2020-11-09T06:00:00.000000000.nc,2020-11-09 06:00:00,2020-11-09 06:00:00,2020,1136,0.0,1052,0.025682339729505396,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-09T06.npy
2020-11-11T08:00:00.000000000.nc,2020-11-11 08:00:00,2020-11-11 06:00:00,2020,1144,2.0,2304,0.056247253552072655,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-11T06.npy
2020-11-14T14:00:00.000000000.nc,2020-11-14 14:00:00,2020-11-14 12:00:00,2020,1157,2.0,1937,0.04728773009130414,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-14T12.npy
2020-11-18T14:00:00.000000000.nc,2020-11-18 14:00:00,2020-11-18 12:00:00,2020,1173,2.0,941,0.022972511107856062,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-18T12.npy
2020-11-20T21:00:00.000000000.nc,2020-11-20 21:00:00,2020-11-20 18:00:00,2020,1182,3.0,1897,0.04631121527269176,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-20T18.npy
2020-11-21T06:00:00.000000000.nc,2020-11-21 06:00:00,2020-11-21 06:00:00,2020,1184,0.0,1221,0.02980811483814267,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-21T06.npy
2020-11-21T21:00:00.000000000.nc,2020-11-21 21:00:00,2020-11-21 18:00:00,2020,1186,3.0,2528,0.06171573653630194,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-21T18.npy
2020-11-22T03:00:00.000000000.nc,2020-11-22 03:00:00,2020-11-22 00:00:00,2020,1187,3.0,1880,0.045896196474781506,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-22T00.npy
2020-11-23T12:00:00.000000000.nc,2020-11-23 12:00:00,2020-11-23 12:00:00,2020,1193,0.0,1667,0.04069625506567062,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-23T12.npy
2020-11-24T23:00:00.000000000.nc,2020-11-24 23:00:00,2020-11-25 00:00:00,2020,1199,1.0,1026,0.025047605097407354,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-25T00.npy
2020-11-26T06:00:00.000000000.nc,2020-11-26 06:00:00,2020-11-26 06:00:00,2020,1204,0.0,1918,0.04682388555246326,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-26T06.npy
2020-11-26T17:00:00.000000000.nc,2020-11-26 17:00:00,2020-11-26 18:00:00,2020,1206,1.0,931,0.02272838240320297,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-26T18.npy
2020-11-27T16:00:00.000000000.nc,2020-11-27 16:00:00,2020-11-27 18:00:00,2020,1210,2.0,1093,0.026683267418583078,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-27T18.npy
2020-11-28T21:00:00.000000000.nc,2020-11-28 21:00:00,2020-11-28 18:00:00,2020,1214,3.0,1647,0.04020799765636444,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-28T18.npy
2020-11-29T00:00:00.000000000.nc,2020-11-29 00:00:00,2020-11-29 00:00:00,2020,1215,0.0,1293,0.03156584151164494,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-11-29T00.npy
2020-12-03T10:00:00.000000000.nc,2020-12-03 10:00:00,2020-12-03 12:00:00,2020,1233,2.0,1233,0.03010106928372638,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-03T12.npy
2020-12-04T10:00:00.000000000.nc,2020-12-04 10:00:00,2020-12-04 12:00:00,2020,1237,2.0,1691,0.04128216395683804,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-04T12.npy
2020-12-04T11:00:00.000000000.nc,2020-12-04 11:00:00,2020-12-04 12:00:00,2020,1237,1.0,940,0.022948098237390753,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-04T12.npy
2020-12-06T19:00:00.000000000.nc,2020-12-06 19:00:00,2020-12-06 18:00:00,2020,1246,1.0,2275,0.05553928030857868,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-06T18.npy
2020-12-06T20:00:00.000000000.nc,2020-12-06 20:00:00,2020-12-06 18:00:00,2020,1246,2.0,1585,0.03869439968751526,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-06T18.npy
2020-12-07T11:00:00.000000000.nc,2020-12-07 11:00:00,2020-12-07 12:00:00,2020,1249,1.0,1365,0.03332356818514721,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-07T12.npy
2020-12-11T10:00:00.000000000.nc,2020-12-11 10:00:00,2020-12-11 12:00:00,2020,1265,2.0,1533,0.03742493042331917,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-11T12.npy
2020-12-12T08:00:00.000000000.nc,2020-12-12 08:00:00,2020-12-12 06:00:00,2020,1268,2.0,2229,0.054416288267174456,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-12T06.npy
2020-12-14T01:00:00.000000000.nc,2020-12-14 01:00:00,2020-12-14 00:00:00,2020,1275,1.0,1985,0.04845954787363898,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-14T00.npy
2020-12-14T02:00:00.000000000.nc,2020-12-14 02:00:00,2020-12-14 00:00:00,2020,1275,2.0,2113,0.051584395293198575,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-14T00.npy
2020-12-14T21:00:00.000000000.nc,2020-12-14 21:00:00,2020-12-14 18:00:00,2020,1278,3.0,1134,0.027684195107660757,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-14T18.npy
2020-12-16T15:00:00.000000000.nc,2020-12-16 15:00:00,2020-12-16 12:00:00,2020,1285,3.0,1458,0.035593965138420974,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-16T12.npy
